state,climate_zone,activity_type,land_size_hectares,project_age_years,avg_rainfall_mm,forest_cover_pct,soil_organic_carbon,estimated_carbon_credits_tco2e
Telangana,Tropical Dry,Reforestation,167.99,2,950,24.0,Low,360.39
Odisha,Humid Subtropical,Regenerative Agriculture,6.46,2,1500,33.2,Medium,7.4
Andhra Pradesh,Tropical Dry,Reforestation,146.92,6,900,23.0,Low,455.23
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,13.84,4,1000,6.1,Medium,13.26
Punjab,Humid Subtropical,Reforestation,87.51,7,700,3.6,Medium,337.95
Maharashtra,Tropical Dry,Afforestation,227.44,5,1100,16.5,Medium,698.35
Arunachal Pradesh,Subtropical,Afforestation,417.13,8,2800,79.3,High,5264.01
Sikkim,Subtropical,Regenerative Agriculture,279.63,4,2700,47.3,High,869.93
Uttarakhand,Subtropical,Reforestation,166.64,5,1800,45.4,High,1706.86
Karnataka,Tropical Dry,Reforestation,149.2,2,1300,20.1,Medium,528.49
Uttarakhand,Subtropical,Afforestation,393.37,9,1800,45.4,High,3710.24
Andhra Pradesh,Tropical Dry,Reforestation,170.59,4,900,23.0,Low,452.27
Arunachal Pradesh,Subtropical,Afforestation,400.93,3,2800,79.3,High,3394.46
Rajasthan,Arid,Regenerative Agriculture,115.82,6,500,4.8,Very Low,33.12
Kerala,Tropical Wet,Reforestation,167.53,5,3000,52.3,High,2933.9
Manipur,Subtropical,Afforestation,229.86,1,1500,74.3,Medium,712.16
Nagaland,Tropical Wet,Reforestation,241.02,8,2000,73.9,High,4153.27
Gujarat,Arid,Reforestation,253.5,9,800,7.6,Low,437.88
Uttarakhand,Subtropical,Reforestation,199.49,5,1800,45.4,High,1983.62
Chhattisgarh,Humid Subtropical,Afforestation,196.3,2,1400,41.1,Medium,598.02
Assam,Tropical Wet,Regenerative Agriculture,121.34,7,2700,34.2,Medium,509.64
Nagaland,Tropical Wet,Reforestation,291.48,5,2000,73.9,High,3880.5
Jharkhand,Humid Subtropical,Regenerative Agriculture,117.12,4,1300,29.6,Medium,151.33
Madhya Pradesh,Humid Subtropical,Afforestation,182.3,2,1200,25.1,Medium,506.37
Madhya Pradesh,Humid Subtropical,Reforestation,133.31,3,1200,25.1,Medium,517.97
Maharashtra,Tropical Dry,Reforestation,249.98,2,1100,16.5,Medium,757.81
Chhattisgarh,Humid Subtropical,Afforestation,266.02,7,1400,41.1,Medium,1341.02
Telangana,Tropical Dry,Reforestation,322.92,7,950,24.0,Low,1154.5
Tamil Nadu,Tropical Dry,Reforestation,325.31,1,1000,17.4,Medium,770.01
Telangana,Tropical Dry,Afforestation,320.24,7,950,24.0,Low,854.5
Haryana,Humid Subtropical,Afforestation,398.93,10,600,3.6,Low,1465.33
Odisha,Humid Subtropical,Reforestation,153.9,10,1500,33.2,Medium,1454.34
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,235.26,2,1400,41.1,Medium,269.69
Odisha,Humid Subtropical,Regenerative Agriculture,256.1,7,1500,33.2,Medium,475.3
Assam,Tropical Wet,Reforestation,188.93,2,2700,34.2,Medium,2082.47
Mizoram,Tropical Wet,Regenerative Agriculture,74.39,2,2500,84.5,High,234.13
Bihar,Humid Subtropical,Afforestation,324.57,7,1100,7.7,Medium,1397.27
Andhra Pradesh,Tropical Dry,Reforestation,113.9,9,900,23.0,Low,434.06
Meghalaya,Tropical Wet,Regenerative Agriculture,210.07,3,2800,76.3,High,713.98
Tamil Nadu,Tropical Dry,Reforestation,186.63,9,1000,17.4,Medium,936.74
Tripura,Tropical Wet,Afforestation,48.92,8,2200,73.7,Medium,556.23
Mizoram,Tropical Wet,Afforestation,301.92,9,2500,84.5,High,4418.33
Karnataka,Tropical Dry,Regenerative Agriculture,25.48,1,1300,20.1,Medium,20.88
Haryana,Humid Subtropical,Reforestation,272.8,5,600,3.6,Low,764.09
Meghalaya,Tropical Wet,Reforestation,103.87,10,2800,76.3,High,2393.69
Meghalaya,Tropical Wet,Reforestation,272.75,7,2800,76.3,High,5163.48
Meghalaya,Tropical Wet,Reforestation,186.85,4,2800,76.3,High,2775.46
Maharashtra,Tropical Dry,Reforestation,231.48,4,1100,16.5,Medium,858.4
Himachal Pradesh,Subtropical,Afforestation,93.53,10,1600,27.1,Medium,726.49
Jharkhand,Humid Subtropical,Regenerative Agriculture,228.07,1,1300,29.6,Medium,195.32
Punjab,Humid Subtropical,Regenerative Agriculture,49.96,5,700,3.6,Medium,42.44
Uttar Pradesh,Humid Subtropical,Afforestation,422.6,5,1000,6.1,Medium,1486.21
Maharashtra,Tropical Dry,Regenerative Agriculture,260.08,5,1100,16.5,Medium,277.03
Uttarakhand,Subtropical,Reforestation,76.33,4,1800,45.4,High,678.29
Goa,Tropical Wet,Afforestation,52.94,9,2900,60.0,High,811.08
Karnataka,Tropical Dry,Afforestation,159.71,4,1300,20.1,Medium,534.59
Arunachal Pradesh,Subtropical,Regenerative Agriculture,52.72,6,2800,79.3,High,200.69
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,297.69,5,900,23.0,Low,223.35
Sikkim,Subtropical,Reforestation,222.8,3,2700,47.3,High,2479.29
Odisha,Humid Subtropical,Reforestation,349.2,6,1500,33.2,Medium,2501.45
Gujarat,Arid,Afforestation,168.04,3,800,7.6,Low,150.37
Goa,Tropical Wet,Regenerative Agriculture,210.01,2,2900,60.0,High,641.66
Tamil Nadu,Tropical Dry,Afforestation,291.83,6,1000,17.4,Medium,901.71
Kerala,Tropical Wet,Regenerative Agriculture,148.68,6,3000,52.3,High,651.96
Meghalaya,Tropical Wet,Afforestation,414.35,5,2800,76.3,High,4992.25
Goa,Tropical Wet,Afforestation,22.65,9,2900,60.0,High,355.31
Telangana,Tropical Dry,Afforestation,468.86,4,950,24.0,Low,967.23
Arunachal Pradesh,Subtropical,Afforestation,61.78,6,2800,79.3,High,640.34
Manipur,Subtropical,Afforestation,392.57,10,1500,74.3,Medium,2933.07
Jharkhand,Humid Subtropical,Reforestation,201.57,2,1300,29.6,Medium,790.43
Karnataka,Tropical Dry,Regenerative Agriculture,75.56,3,1300,20.1,Medium,78.95
Madhya Pradesh,Humid Subtropical,Afforestation,393.52,3,1200,25.1,Medium,1224.95
Kerala,Tropical Wet,Regenerative Agriculture,72.52,5,3000,52.3,High,289.28
Tripura,Tropical Wet,Afforestation,315.71,6,2200,73.7,Medium,2863.47
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,137.69,3,1000,6.1,Medium,122.21
Tripura,Tropical Wet,Regenerative Agriculture,127.17,7,2200,73.7,Medium,461.5
Punjab,Humid Subtropical,Reforestation,66.51,5,700,3.6,Medium,220.03
Bihar,Humid Subtropical,Reforestation,115.03,10,1100,7.7,Medium,708.94
Mizoram,Tropical Wet,Afforestation,168.52,10,2500,84.5,High,2760.25
Arunachal Pradesh,Subtropical,Afforestation,488.18,2,2800,79.3,High,3491.59
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,152.3,7,900,23.0,Low,130.7
Madhya Pradesh,Humid Subtropical,Reforestation,63.97,2,1200,25.1,Medium,238.61
Maharashtra,Tropical Dry,Regenerative Agriculture,115.89,4,1100,16.5,Medium,111.26
Nagaland,Tropical Wet,Reforestation,317.23,1,2000,73.9,High,2806.57
Haryana,Humid Subtropical,Afforestation,146.89,2,600,3.6,Low,253.98
Chhattisgarh,Humid Subtropical,Afforestation,414.31,7,1400,41.1,Medium,2139.38
Maharashtra,Tropical Dry,Afforestation,310.83,7,1100,16.5,Medium,1131.53
Odisha,Humid Subtropical,Afforestation,83.58,1,1500,33.2,Medium,249.16
Maharashtra,Tropical Dry,Afforestation,375.64,1,1100,16.5,Medium,758.57
Rajasthan,Arid,Regenerative Agriculture,26.02,8,500,4.8,Very Low,8.98
Maharashtra,Tropical Dry,Reforestation,192.85,4,1100,16.5,Medium,701.17
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,282.98,3,900,23.0,Low,173.4
Mizoram,Tropical Wet,Afforestation,333.55,8,2500,84.5,High,4663.89
Tamil Nadu,Tropical Dry,Reforestation,46.81,1,1000,17.4,Medium,116.42
Jharkhand,Humid Subtropical,Afforestation,197.15,2,1300,29.6,Medium,573.09
Meghalaya,Tropical Wet,Afforestation,135.15,4,2800,76.3,High,1476.2
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,17.38,2,1400,41.1,Medium,20.2
Tamil Nadu,Tropical Dry,Afforestation,71.36,8,1000,17.4,Medium,250.93
Uttarakhand,Subtropical,Reforestation,64.32,1,1800,45.4,High,411.48
Maharashtra,Tropical Dry,Reforestation,101.48,9,1100,16.5,Medium,565.08
Chhattisgarh,Humid Subtropical,Afforestation,90.21,4,1400,41.1,Medium,332.91
Uttar Pradesh,Humid Subtropical,Afforestation,341.23,3,1000,6.1,Medium,1010.68
Meghalaya,Tropical Wet,Reforestation,329.14,7,2800,76.3,High,6684.14
Tripura,Tropical Wet,Afforestation,136.63,2,2200,73.7,Medium,842.72
Maharashtra,Tropical Dry,Reforestation,295.47,7,1100,16.5,Medium,1424.61
Punjab,Humid Subtropical,Regenerative Agriculture,99.42,6,700,3.6,Medium,94.2
West Bengal,Humid Subtropical,Reforestation,97.2,3,1750,18.9,Medium,558.63
Punjab,Humid Subtropical,Afforestation,212.57,5,700,3.6,Medium,606.7
Bihar,Humid Subtropical,Regenerative Agriculture,49.71,7,1100,7.7,Medium,74.45
Telangana,Tropical Dry,Regenerative Agriculture,263.76,5,950,24.0,Low,207.86
Uttarakhand,Subtropical,Afforestation,373.44,3,1800,45.4,High,2073.04
Kerala,Tropical Wet,Regenerative Agriculture,123.44,10,3000,52.3,High,695.34
Madhya Pradesh,Humid Subtropical,Reforestation,252.15,2,1200,25.1,Medium,938.05
Karnataka,Tropical Dry,Afforestation,273.96,4,1300,20.1,Medium,872.08
Manipur,Subtropical,Regenerative Agriculture,95.15,8,1500,74.3,Medium,204.01
Manipur,Subtropical,Afforestation,71.11,4,1500,74.3,Medium,333.46
Meghalaya,Tropical Wet,Reforestation,165.74,5,2800,76.3,High,2833.09
Bihar,Humid Subtropical,Regenerative Agriculture,5.95,6,1100,7.7,Medium,7.57
Rajasthan,Arid,Afforestation,298.22,4,500,4.8,Very Low,242.79
Gujarat,Arid,Regenerative Agriculture,24.13,10,800,7.6,Low,12.13
Odisha,Humid Subtropical,Reforestation,245.76,3,1500,33.2,Medium,1435.09
Haryana,Humid Subtropical,Regenerative Agriculture,151.99,3,600,3.6,Low,91.84
Chhattisgarh,Humid Subtropical,Reforestation,95.79,4,1400,41.1,Medium,537.8
Manipur,Subtropical,Afforestation,82.25,7,1500,74.3,Medium,472.83
Uttar Pradesh,Humid Subtropical,Afforestation,303.13,9,1000,6.1,Medium,1475.66
Haryana,Humid Subtropical,Reforestation,262.39,1,600,3.6,Low,473.08
Himachal Pradesh,Subtropical,Regenerative Agriculture,207.34,7,1600,27.1,Medium,488.15
Karnataka,Tropical Dry,Reforestation,241.29,9,1300,20.1,Medium,1564.54
Meghalaya,Tropical Wet,Afforestation,353.12,6,2800,76.3,High,4500.21
Rajasthan,Arid,Reforestation,214.46,3,500,4.8,Very Low,188.52
Mizoram,Tropical Wet,Afforestation,223.24,5,2500,84.5,High,2501.18
Assam,Tropical Wet,Reforestation,258.0,7,2700,34.2,Medium,4410.63
Uttar Pradesh,Humid Subtropical,Afforestation,478.74,8,1000,6.1,Medium,2067.83
Telangana,Tropical Dry,Reforestation,123.64,7,950,24.0,Low,434.39
Odisha,Humid Subtropical,Reforestation,119.7,6,1500,33.2,Medium,861.1
Tamil Nadu,Tropical Dry,Afforestation,390.59,9,1000,17.4,Medium,1445.43
Uttar Pradesh,Humid Subtropical,Reforestation,363.98,9,1000,6.1,Medium,1975.03
Madhya Pradesh,Humid Subtropical,Reforestation,173.27,7,1200,25.1,Medium,980.18
Odisha,Humid Subtropical,Regenerative Agriculture,289.2,7,1500,33.2,Medium,543.91
Madhya Pradesh,Humid Subtropical,Reforestation,333.73,8,1200,25.1,Medium,2089.23
Chhattisgarh,Humid Subtropical,Afforestation,135.7,3,1400,41.1,Medium,471.46
Punjab,Humid Subtropical,Reforestation,88.61,1,700,3.6,Medium,190.95
Telangana,Tropical Dry,Afforestation,99.68,1,950,24.0,Low,147.94
Arunachal Pradesh,Subtropical,Afforestation,120.41,10,2800,79.3,High,1741.74
Kerala,Tropical Wet,Afforestation,490.45,2,3000,52.3,High,4194.67
Haryana,Humid Subtropical,Reforestation,223.88,7,600,3.6,Low,729.13
Nagaland,Tropical Wet,Reforestation,191.45,1,2000,73.9,High,1726.61
Tamil Nadu,Tropical Dry,Afforestation,79.07,6,1000,17.4,Medium,243.52
Goa,Tropical Wet,Regenerative Agriculture,197.04,6,2900,60.0,High,901.38
Telangana,Tropical Dry,Regenerative Agriculture,156.19,10,950,24.0,Low,165.27
Madhya Pradesh,Humid Subtropical,Reforestation,142.13,4,1200,25.1,Medium,629.7
Bihar,Humid Subtropical,Regenerative Agriculture,65.44,5,1100,7.7,Medium,75.33
Gujarat,Arid,Regenerative Agriculture,284.26,8,800,7.6,Low,120.71
Chhattisgarh,Humid Subtropical,Reforestation,229.82,2,1400,41.1,Medium,1060.9
Maharashtra,Tropical Dry,Afforestation,201.46,3,1100,16.5,Medium,502.77
Nagaland,Tropical Wet,Regenerative Agriculture,198.75,9,2000,73.9,High,821.66
Mizoram,Tropical Wet,Regenerative Agriculture,62.7,10,2500,84.5,High,351.17
Maharashtra,Tropical Dry,Afforestation,293.02,5,1100,16.5,Medium,930.92
Himachal Pradesh,Subtropical,Reforestation,220.22,10,1600,27.1,Medium,2127.84
Haryana,Humid Subtropical,Reforestation,320.41,7,600,3.6,Low,983.29
West Bengal,Humid Subtropical,Reforestation,80.01,6,1750,18.9,Medium,638.45
Kerala,Tropical Wet,Afforestation,26.36,8,3000,52.3,High,391.85
Andhra Pradesh,Tropical Dry,Afforestation,225.76,6,900,23.0,Low,537.01
Gujarat,Arid,Reforestation,344.9,9,800,7.6,Low,579.12
Uttarakhand,Subtropical,Afforestation,214.7,7,1800,45.4,High,1823.41
Madhya Pradesh,Humid Subtropical,Afforestation,365.34,2,1200,25.1,Medium,967.3
West Bengal,Humid Subtropical,Afforestation,284.28,1,1750,18.9,Medium,999.21
Assam,Tropical Wet,Afforestation,413.25,10,2700,34.2,Medium,6052.0
Haryana,Humid Subtropical,Afforestation,155.28,6,600,3.6,Low,401.76
Arunachal Pradesh,Subtropical,Reforestation,288.44,9,2800,79.3,High,5840.14
Telangana,Tropical Dry,Afforestation,185.32,2,950,24.0,Low,310.16
Bihar,Humid Subtropical,Regenerative Agriculture,264.55,10,1100,7.7,Medium,442.0
Chhattisgarh,Humid Subtropical,Reforestation,291.84,3,1400,41.1,Medium,1491.77
Uttar Pradesh,Humid Subtropical,Reforestation,148.96,2,1000,6.1,Medium,457.57
Uttarakhand,Subtropical,Reforestation,299.16,3,1800,45.4,High,2582.9
Kerala,Tropical Wet,Afforestation,341.33,2,3000,52.3,High,2889.59
Uttar Pradesh,Humid Subtropical,Afforestation,420.15,7,1000,6.1,Medium,1769.64
Meghalaya,Tropical Wet,Reforestation,212.37,6,2800,76.3,High,3832.2
Jharkhand,Humid Subtropical,Afforestation,210.07,4,1300,29.6,Medium,764.59
Gujarat,Arid,Afforestation,385.37,3,800,7.6,Low,358.59
West Bengal,Humid Subtropical,Regenerative Agriculture,54.88,2,1750,18.9,Medium,77.71
Odisha,Humid Subtropical,Reforestation,192.24,4,1500,33.2,Medium,1138.87
Manipur,Subtropical,Reforestation,323.91,4,1500,74.3,Medium,2135.26
Sikkim,Subtropical,Afforestation,216.51,10,2700,47.3,High,3157.74
Haryana,Humid Subtropical,Afforestation,481.78,9,600,3.6,Low,1599.6
West Bengal,Humid Subtropical,Regenerative Agriculture,162.14,3,1750,18.9,Medium,256.23
Maharashtra,Tropical Dry,Afforestation,128.53,1,1100,16.5,Medium,274.49
Odisha,Humid Subtropical,Afforestation,414.02,5,1500,33.2,Medium,1852.32
Karnataka,Tropical Dry,Regenerative Agriculture,271.35,8,1300,20.1,Medium,420.68
Goa,Tropical Wet,Afforestation,171.9,6,2900,60.0,High,2180.65
Sikkim,Subtropical,Reforestation,180.24,2,2700,47.3,High,1932.16
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,199.35,4,1200,25.1,Medium,235.33
Madhya Pradesh,Humid Subtropical,Afforestation,267.37,9,1200,25.1,Medium,1266.43
Assam,Tropical Wet,Regenerative Agriculture,249.64,8,2700,34.2,Medium,1102.11
Bihar,Humid Subtropical,Reforestation,312.94,9,1100,7.7,Medium,1882.21
Manipur,Subtropical,Reforestation,78.46,6,1500,74.3,Medium,649.81
Uttar Pradesh,Humid Subtropical,Afforestation,354.29,4,1000,6.1,Medium,1192.59
Punjab,Humid Subtropical,Regenerative Agriculture,43.85,4,700,3.6,Medium,34.31
Bihar,Humid Subtropical,Reforestation,119.55,7,1100,7.7,Medium,577.87
Karnataka,Tropical Dry,Afforestation,141.79,6,1300,20.1,Medium,558.58
Sikkim,Subtropical,Afforestation,241.52,10,2700,47.3,High,3447.15
West Bengal,Humid Subtropical,Regenerative Agriculture,86.66,1,1750,18.9,Medium,102.87
Meghalaya,Tropical Wet,Reforestation,250.15,4,2800,76.3,High,3569.11
Odisha,Humid Subtropical,Afforestation,263.12,6,1500,33.2,Medium,1331.61
Kerala,Tropical Wet,Reforestation,193.2,5,3000,52.3,High,3297.6
Sikkim,Subtropical,Reforestation,167.77,6,2700,47.3,High,2629.25
Mizoram,Tropical Wet,Afforestation,312.36,8,2500,84.5,High,4514.68
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,264.56,7,1200,25.1,Medium,400.68
Andhra Pradesh,Tropical Dry,Reforestation,397.23,1,900,23.0,Low,757.57
Maharashtra,Tropical Dry,Regenerative Agriculture,126.25,8,1100,16.5,Medium,165.03
Uttarakhand,Subtropical,Afforestation,413.66,7,1800,45.4,High,3454.76
Haryana,Humid Subtropical,Reforestation,292.74,9,600,3.6,Low,1064.94
Rajasthan,Arid,Regenerative Agriculture,22.56,4,500,4.8,Very Low,5.68
Arunachal Pradesh,Subtropical,Reforestation,59.08,1,2800,79.3,High,526.75
Manipur,Subtropical,Regenerative Agriculture,128.59,4,1500,74.3,Medium,202.91
Sikkim,Subtropical,Afforestation,208.08,3,2700,47.3,High,1758.67
Karnataka,Tropical Dry,Reforestation,154.34,10,1300,20.1,Medium,1048.05
Gujarat,Arid,Reforestation,68.47,9,800,7.6,Low,118.16
Uttar Pradesh,Humid Subtropical,Reforestation,61.41,2,1000,6.1,Medium,186.02
Nagaland,Tropical Wet,Regenerative Agriculture,162.52,8,2000,73.9,High,655.53
Telangana,Tropical Dry,Regenerative Agriculture,137.41,7,950,24.0,Low,130.89
Rajasthan,Arid,Regenerative Agriculture,17.9,5,500,4.8,Very Low,4.83
Jharkhand,Humid Subtropical,Regenerative Agriculture,245.93,6,1300,29.6,Medium,381.14
Haryana,Humid Subtropical,Afforestation,349.32,2,600,3.6,Low,611.16
Karnataka,Tropical Dry,Afforestation,432.25,2,1300,20.1,Medium,1162.92
Meghalaya,Tropical Wet,Regenerative Agriculture,257.98,9,2800,76.3,High,1343.59
Uttarakhand,Subtropical,Reforestation,157.47,6,1800,45.4,High,1681.08
Assam,Tropical Wet,Afforestation,267.65,2,2700,34.2,Medium,2011.02
Assam,Tropical Wet,Afforestation,446.15,1,2700,34.2,Medium,2879.25
Himachal Pradesh,Subtropical,Regenerative Agriculture,12.51,2,1600,27.1,Medium,16.74
West Bengal,Humid Subtropical,Reforestation,244.46,1,1750,18.9,Medium,1177.81
Nagaland,Tropical Wet,Afforestation,270.23,4,2000,73.9,High,2328.79
Assam,Tropical Wet,Afforestation,78.87,5,2700,34.2,Medium,852.94
Odisha,Humid Subtropical,Regenerative Agriculture,161.91,4,1500,33.2,Medium,238.55
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,52.21,2,900,23.0,Low,28.94
Nagaland,Tropical Wet,Regenerative Agriculture,48.38,5,2000,73.9,High,155.25
Mizoram,Tropical Wet,Reforestation,159.3,3,2500,84.5,High,2128.59
Punjab,Humid Subtropical,Reforestation,247.13,9,700,3.6,Medium,1069.79
Rajasthan,Arid,Reforestation,223.44,5,500,4.8,Very Low,233.01
Karnataka,Tropical Dry,Afforestation,270.81,6,1300,20.1,Medium,1091.3
Meghalaya,Tropical Wet,Reforestation,333.32,3,2800,76.3,High,4604.73
Chhattisgarh,Humid Subtropical,Afforestation,258.65,5,1400,41.1,Medium,1117.34
Manipur,Subtropical,Afforestation,294.43,8,1500,74.3,Medium,1893.15
Meghalaya,Tropical Wet,Afforestation,316.85,4,2800,76.3,High,3425.2
Jharkhand,Humid Subtropical,Reforestation,192.66,7,1300,29.6,Medium,1218.03
Madhya Pradesh,Humid Subtropical,Afforestation,243.02,4,1200,25.1,Medium,862.21
Bihar,Humid Subtropical,Afforestation,234.65,6,1100,7.7,Medium,1039.11
Madhya Pradesh,Humid Subtropical,Reforestation,319.35,5,1200,25.1,Medium,1518.22
Gujarat,Arid,Reforestation,378.46,1,800,7.6,Low,318.89
Manipur,Subtropical,Regenerative Agriculture,156.31,4,1500,74.3,Medium,254.02
Chhattisgarh,Humid Subtropical,Reforestation,216.14,8,1400,41.1,Medium,1744.66
Punjab,Humid Subtropical,Regenerative Agriculture,183.7,9,700,3.6,Medium,221.43
Madhya Pradesh,Humid Subtropical,Reforestation,190.55,3,1200,25.1,Medium,746.8
Himachal Pradesh,Subtropical,Regenerative Agriculture,179.46,7,1600,27.1,Medium,409.4
Maharashtra,Tropical Dry,Regenerative Agriculture,97.01,3,1100,16.5,Medium,86.12
West Bengal,Humid Subtropical,Afforestation,260.11,7,1750,18.9,Medium,1641.42
Bihar,Humid Subtropical,Regenerative Agriculture,262.25,10,1100,7.7,Medium,439.08
Tamil Nadu,Tropical Dry,Reforestation,263.12,2,1000,17.4,Medium,744.49
Jharkhand,Humid Subtropical,Reforestation,18.41,3,1300,29.6,Medium,78.09
Arunachal Pradesh,Subtropical,Reforestation,333.96,7,2800,79.3,High,5880.17
Himachal Pradesh,Subtropical,Afforestation,12.78,8,1600,27.1,Medium,82.62
Mizoram,Tropical Wet,Afforestation,385.4,4,2500,84.5,High,3897.36
Punjab,Humid Subtropical,Afforestation,364.34,4,700,3.6,Medium,952.78
Nagaland,Tropical Wet,Regenerative Agriculture,107.9,3,2000,73.9,High,291.41
Goa,Tropical Wet,Afforestation,478.01,6,2900,60.0,High,6425.99
Uttarakhand,Subtropical,Reforestation,44.59,7,1800,45.4,High,517.08
Nagaland,Tropical Wet,Reforestation,43.07,8,2000,73.9,High,718.04
Himachal Pradesh,Subtropical,Regenerative Agriculture,73.55,7,1600,27.1,Medium,154.38
Odisha,Humid Subtropical,Reforestation,117.47,6,1500,33.2,Medium,831.4
Tripura,Tropical Wet,Afforestation,422.69,1,2200,73.7,Medium,2401.16
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,110.56,9,1200,25.1,Medium,192.18
Jharkhand,Humid Subtropical,Reforestation,87.32,7,1300,29.6,Medium,488.86
Tamil Nadu,Tropical Dry,Reforestation,42.63,2,1000,17.4,Medium,117.03
Gujarat,Arid,Reforestation,289.87,4,800,7.6,Low,320.38
Assam,Tropical Wet,Afforestation,459.23,8,2700,34.2,Medium,5704.61
Arunachal Pradesh,Subtropical,Regenerative Agriculture,51.79,2,2800,79.3,High,136.65
Andhra Pradesh,Tropical Dry,Afforestation,376.84,9,900,23.0,Low,1053.12
Sikkim,Subtropical,Reforestation,316.46,2,2700,47.3,High,3507.5
Punjab,Humid Subtropical,Reforestation,194.78,6,700,3.6,Medium,662.73
Mizoram,Tropical Wet,Afforestation,50.53,9,2500,84.5,High,733.85
West Bengal,Humid Subtropical,Reforestation,135.64,4,1750,18.9,Medium,855.75
Arunachal Pradesh,Subtropical,Regenerative Agriculture,283.18,3,2800,79.3,High,819.43
Telangana,Tropical Dry,Regenerative Agriculture,31.34,10,950,24.0,Low,36.23
Punjab,Humid Subtropical,Reforestation,232.38,9,700,3.6,Medium,1025.0
Rajasthan,Arid,Afforestation,483.36,1,500,4.8,Very Low,279.37
Assam,Tropical Wet,Regenerative Agriculture,283.47,9,2700,34.2,Medium,1366.19
Telangana,Tropical Dry,Afforestation,33.61,5,950,24.0,Low,75.35
Bihar,Humid Subtropical,Regenerative Agriculture,152.62,9,1100,7.7,Medium,235.76
Gujarat,Arid,Regenerative Agriculture,114.09,7,800,7.6,Low,44.45
Karnataka,Tropical Dry,Afforestation,214.09,4,1300,20.1,Medium,704.0
